contig	organism	genus	size	plasmidness-original	plasmidness-pident_90	plasmidness-pident_95	original category	category-pident_90	GC_content	topology
GCF_037094575.1-NZ_CP146667.1	Escherichia coli	Escherichia	4750204	0.0021784295361873	0.0017058934233702	0.0014517932201252	chromosome	typical chromosome	0.5063565691073478	circular
GCF_037094575.1-NZ_CP146668.1	Escherichia coli	Escherichia	192022	0.7433985508557163	0.7692817502867573	0.8302163269317843	plasmid	typical plasmid	0.4950734811636166	circular
GCF_037094575.1-NZ_CP146669.1	Escherichia coli	Escherichia	98999	0.955272299244004	0.963071072165712	0.9633373709373774	plasmid	typical plasmid	0.4987929171001727	circular
GCF_037094585.1-NZ_CP146670.1	Escherichia coli	Escherichia	5303180	0.0057231120859845	0.0053678066482934	0.0050655205992909	chromosome	typical chromosome	0.5056534004125827	circular
GCF_037094585.1-NZ_CP146671.1	Escherichia coli	Escherichia	86055	0.965459005831604	0.9680986597585204	0.9764841857949752	plasmid	typical plasmid	0.5316599848933822	circular
GCF_037094585.1-NZ_CP146672.1	Escherichia coli	Escherichia	62528	0.989806545056336	0.9903128258449134	0.992140793609224	plasmid	typical plasmid	0.5187755885363358	circular
GCF_037094585.1-NZ_CP146673.1	Escherichia coli	Escherichia	28087	0.9994613421382528	0.9992284281566024	1.0	plasmid	typical plasmid	0.4069498344429807	circular
GCF_037094585.1-NZ_CP146674.1	Escherichia coli	Escherichia	37528	0.9994201574230612	0.9994623407872651	0.9993633301232804	plasmid	typical plasmid	0.4290396503943722	circular
GCF_037094605.1-NZ_CP146675.1	Escherichia coli	Escherichia	5265205	0.005856918262165	0.0054647922343366	0.0043740019215471	chromosome	typical chromosome	0.5053235344112907	circular
GCF_037094605.1-NZ_CP146676.1	Escherichia coli	Escherichia	46078	0.9716567787180034	0.9721054554172848	0.975414718375783	plasmid	typical plasmid	0.439450496983376	circular
GCF_037094605.1-NZ_CP146677.1	Escherichia coli	Escherichia	37624	0.9666253399763268	0.9683822473196182	0.9681819242359436	plasmid	typical plasmid	0.4127152881139698	circular
GCF_037094605.1-NZ_CP146678.1	Escherichia coli	Escherichia	64057	0.0091576285349849	0.0100748957790015	0.0096789528078897	plasmid	intermediate replicon	0.5043476903382924	circular
GCF_037094615.1-NZ_CP146679.1	Escherichia coli	Escherichia	5138841	0.0104308051220105	0.0095682386404113	0.0082522347607655	chromosome	typical chromosome	0.5047034924801137	circular
GCF_037094615.1-NZ_CP146680.1	Escherichia coli	Escherichia	97195	0.9229642940706092	0.9282263093391392	0.9355969269280144	plasmid	typical plasmid	0.5303256340346726	circular
GCF_037094625.1-NZ_CP146681.1	Escherichia coli	Escherichia	5125511	0.0062611110002827	0.0059654466636225	0.0056651892122457	chromosome	typical chromosome	0.5084501818452833	circular
GCF_037094625.1-NZ_CP146682.1	Escherichia coli	Escherichia	120515	0.9205053798282504	0.9234614615843147	0.929134219383104	plasmid	typical plasmid	0.5467701116043646	circular
GCF_037094625.1-NZ_CP146683.1	Escherichia coli	Escherichia	94302	0.8141251916699543	0.8250090188929885	0.8357309747740547	plasmid	typical plasmid	0.491527221055757	circular
GCF_037094625.1-NZ_CP146684.1	Escherichia coli	Escherichia	102738	0.8695031251099992	0.9590227474055368	0.9606264142159906	plasmid	typical plasmid	0.5088088146547529	circular
GCF_037094625.1-NZ_CP146685.1	Escherichia coli	Escherichia	10122	0.9151782395926116	0.9292100325205348	0.9282731669313284	plasmid	typical plasmid	0.3821379174076269	circular
GCF_037094625.1-NZ_CP146686.1	Escherichia coli	Escherichia	38961	0.9985855277239986	0.9981282361182432	0.9994694528176116	plasmid	typical plasmid	0.4292240958907625	circular
GCF_037094635.1-NZ_CP146687.1	Escherichia coli	Escherichia	5285120	0.0053537159335611	0.0046325741834881	0.0034634255992537	chromosome	typical chromosome	0.507242030455316	circular
GCF_037094635.1-NZ_CP146688.1	Escherichia coli	Escherichia	134947	0.8451759485972072	0.8486516651955446	0.8515866007089595	plasmid	typical plasmid	0.5155950113748361	circular
GCF_037094635.1-NZ_CP146689.1	Escherichia coli	Escherichia	66790	0.0058143248943792	0.0058690827596828	0.0056249427173505	plasmid	intermediate replicon	0.5231322054199731	circular
GCF_037100245.1-NZ_CP146585.1	Escherichia coli	Escherichia	4865867	0.0049784667418349	0.0047814440597142	0.0047108377059526	chromosome	typical chromosome	0.5074791398942881	circular
GCF_037100245.1-NZ_CP146584.1	Escherichia coli	Escherichia	48539	0.9334237155772	0.9337696510737292	0.933757234924739	plasmid	typical plasmid	0.4996600671624879	circular
GCF_037100245.1-NZ_CP146583.1	Escherichia coli	Escherichia	120344	0.8644337029675406	0.87636736764924	0.8780900586325906	plasmid	typical plasmid	0.5314348866582463	circular
GCF_037100245.1-NZ_CP146582.1	Escherichia coli	Escherichia	42502	0.9420497588148964	0.9414369078375854	0.9406708878952266	plasmid	typical plasmid	0.4652486941790975	circular
GCF_037101265.1-NZ_AP029000.1	Escherichia coli	Escherichia	5069646	0.0052912081075101	0.0048271317131558	0.0043264885652214	chromosome	typical chromosome	0.506030401333742	circular
GCF_037101265.1-NZ_AP029001.1	Escherichia coli	Escherichia	116919	0.8566388004709918	0.8617435566638172	0.8653865258325647	plasmid	typical plasmid	0.511148744002258	circular
GCF_037101415.1-NZ_AP018395.1	Escherichia coli	Escherichia	4705056	0.0086722972498609	0.0084240052936161	0.0080991605446396	chromosome	typical chromosome	0.5080823692640428	circular
GCF_037101415.1-NZ_AP018396.1	Escherichia coli	Escherichia	219009	0.8626303066545369	0.8637307792333507	0.862280615050749	plasmid	typical plasmid	0.4564469953289591	circular
GCF_037101415.1-NZ_AP018397.1	Escherichia coli	Escherichia	201884	0.6791923160438783	0.708776193612447	0.7490575271264329	plasmid	typical plasmid	0.5186939034296923	circular
GCF_037113475.1-NZ_CP146939.1	Escherichia coli	Escherichia	4833996	0.0027233134508278	0.0023120645388588	0.0021325443974914	chromosome	typical chromosome	0.5064749743276576	circular
GCF_037113475.1-NZ_CP146940.1	Escherichia coli	Escherichia	12756	0.0994225310899033	0.0957615156647321	0.1083286902254096	plasmid	intermediate replicon	0.438225148949514	circular
GCF_037113475.1-NZ_CP146941.1	Escherichia coli	Escherichia	144633	0.8911875064255356	0.9111712549882568	0.9400338863544015	plasmid	typical plasmid	0.4806717692366196	circular
GCF_037126185.1-NZ_CP147009.1	Escherichia coli	Escherichia	4718631	0.0062722793615848	0.0060314386318002	0.0061382148266225	chromosome	typical chromosome	0.5091705623940503	circular
GCF_037126185.1-NZ_CP147010.1	Escherichia coli	Escherichia	108436	0.6375381881675253	0.6427863209447712	0.6614633019004915	plasmid	typical plasmid	0.4822752591390313	circular
GCF_037126325.1-NZ_CP147025.1	Escherichia coli	Escherichia	4739136	0.0037856937232097	0.003612979907333	0.0035021471778673	chromosome	typical chromosome	0.5087646777809288	circular
GCF_037225585.1-NZ_CP147529.1	Escherichia coli	Escherichia	5141929	0.0055723304636003	0.0050398362283662	0.0045055624787134	chromosome	typical chromosome	0.5073879861040477	circular
GCF_037225585.1-NZ_CP147530.1	Escherichia coli	Escherichia	4087	0.9962208737209672	0.9950752143196938	0.9919042122856548	plasmid	typical plasmid	0.4984095913873256	circular
GCF_037225585.1-NZ_CP147531.1	Escherichia coli	Escherichia	85636	0.8634952282816525	0.8638035103422204	0.8647696043616626	plasmid	typical plasmid	0.5299173244897006	circular
GCF_037227975.1-NZ_CP147526.1	Escherichia coli	Escherichia	5138928	0.0054877528389565	0.0049552336620855	0.0044460715789528	chromosome	typical chromosome	0.5074034895993873	circular
GCF_037227975.1-NZ_CP147527.1	Escherichia coli	Escherichia	4087	0.9962206863373252	0.9950568228851204	0.9920463541579396	plasmid	typical plasmid	0.4984095913873256	circular
GCF_037227975.1-NZ_CP147528.1	Escherichia coli	Escherichia	118641	0.8513010649659428	0.8514196608823801	0.8530578996794337	plasmid	typical plasmid	0.5239166898458374	circular
GCF_037231045.1-NZ_CP147532.1	Escherichia coli	Escherichia	4964251	0.0031872851407895	0.0027526602637838	0.0024967266454883	chromosome	typical chromosome	0.5047552994399357	circular
GCF_037231045.1-NZ_CP147533.1	Escherichia coli	Escherichia	105752	0.8278428538778903	0.828923620337132	0.8383583896280045	plasmid	typical plasmid	0.5181462289129284	circular
GCF_037231045.1-NZ_CP147534.1	Escherichia coli	Escherichia	4074	0.996268241789986	0.9945210897236364	0.9959975091083184	plasmid	typical plasmid	0.4982817869415807	circular
GCF_037269235.1-NZ_CP147535.1	Escherichia coli	Escherichia	4964976	0.0032137784267358	0.0027785843931039	0.0025240922335901	chromosome	typical chromosome	0.5047603452665229	circular
GCF_037269235.1-NZ_CP147536.1	Escherichia coli	Escherichia	128727	0.8250954550714182	0.8273745888935838	0.8352292546479301	plasmid	typical plasmid	0.5169933269632634	circular
GCF_037269235.1-NZ_CP147537.1	Escherichia coli	Escherichia	4074	0.9962886852482088	0.9953166322838136	0.9960419240311364	plasmid	typical plasmid	0.4982817869415807	circular
GCF_037273335.1-NZ_CP147578.1	Escherichia coli	Escherichia	5003554	0.0047423588313862	0.0043207838710577	0.0031813277461752	chromosome	typical chromosome	0.5067322147417616	circular
GCF_037273335.1-NZ_CP147576.1	Escherichia coli	Escherichia	5624	0.9983111326097042	0.9984017513832736	0.9992439186182456	plasmid	typical plasmid	0.4724395448079658	circular
GCF_037273335.1-NZ_CP147577.1	Escherichia coli	Escherichia	9424	0.995012492134527	0.9972675805308604	0.999229055605296	plasmid	typical plasmid	0.4948005093378608	circular
GCF_037273335.1-NZ_CP147579.1	Escherichia coli	Escherichia	123147	0.8193473151811234	0.8226994118443638	0.826778112479366	plasmid	typical plasmid	0.512265828643816	circular
GCF_037273335.1-NZ_CP147580.1	Escherichia coli	Escherichia	5153	0.9475159662335084	0.970785238428728	0.9971289884500124	plasmid	typical plasmid	0.4577915777217155	circular
GCF_037273335.1-NZ_CP147581.1	Escherichia coli	Escherichia	5164	0.9996025532881152	0.9995852321145908	0.999594446455248	plasmid	typical plasmid	0.4752130131680867	circular
GCF_037273335.1-NZ_CP147582.1	Escherichia coli	Escherichia	5129	0.9900665697493786	0.9905438238818812	0.9971933764276938	plasmid	typical plasmid	0.4560343146812244	circular
GCF_037273335.1-NZ_CP147583.1	Escherichia coli	Escherichia	54895	0.9887474957659436	0.9897287819311306	0.9906035673934096	plasmid	typical plasmid	0.491082976591675	circular
GCF_037273335.1-NZ_CP147584.1	Escherichia coli	Escherichia	94458	0.9531553319523892	0.955015440914876	0.9623224698344496	plasmid	typical plasmid	0.5320777488407546	circular
GCF_037275385.1-NZ_CP147572.1	Escherichia coli	Escherichia	4727574	0.003255981642013	0.0030046291372014	0.0026318339132553	chromosome	typical chromosome	0.5077365261760048	circular
GCF_037275385.1-NZ_CP147573.1	Escherichia coli	Escherichia	103988	0.8389531828410726	0.843534495394015	0.8457170090114867	plasmid	typical plasmid	0.5121263991999077	circular
GCF_037277815.1-NZ_CP147567.1	Escherichia coli	Escherichia	5042841	0.0029343238854854	0.0026729100127307	0.0022992005353711	chromosome	typical chromosome	0.5057018454478339	circular
GCF_037277815.1-NZ_CP147568.1	Escherichia coli	Escherichia	88168	0.963158268731866	0.9687887202040402	0.976591781859271	plasmid	typical plasmid	0.5280373831775701	circular
GCF_037277815.1-NZ_CP147569.1	Escherichia coli	Escherichia	134350	0.8406918841660393	0.8439454651082989	0.8468120000673158	plasmid	typical plasmid	0.5142984741347227	circular
GCF_037277815.1-NZ_CP147570.1	Escherichia coli	Escherichia	4109	0.996167582963966	0.9972322617373156	0.996168718589981	plasmid	typical plasmid	0.504258943781942	circular
GCF_037280675.1-NZ_CP147587.1	Escherichia coli	Escherichia	5003554	0.0047423588313862	0.0043207838710577	0.0031813277461752	chromosome	typical chromosome	0.5067322147417616	circular
GCF_037280675.1-NZ_CP147585.1	Escherichia coli	Escherichia	5624	0.9983111326097042	0.9984017513832736	0.9992439186182456	plasmid	typical plasmid	0.4724395448079658	circular
GCF_037280675.1-NZ_CP147586.1	Escherichia coli	Escherichia	9424	0.995012492134527	0.9972675805308604	0.999229055605296	plasmid	typical plasmid	0.4948005093378608	circular
GCF_037280675.1-NZ_CP147588.1	Escherichia coli	Escherichia	123147	0.8193473151811234	0.8226994118443638	0.826778112479366	plasmid	typical plasmid	0.512265828643816	circular
GCF_037280675.1-NZ_CP147589.1	Escherichia coli	Escherichia	5153	0.9475159662335084	0.970785238428728	0.9971289884500124	plasmid	typical plasmid	0.4577915777217155	circular
GCF_037280675.1-NZ_CP147590.1	Escherichia coli	Escherichia	5164	0.9996025532881152	0.9995852321145908	0.999594446455248	plasmid	typical plasmid	0.4752130131680867	circular
GCF_037280805.1-NZ_CP147574.1	Escherichia coli	Escherichia	4727575	0.0032559810326009	0.0030046285665501	0.0026318334215081	chromosome	typical chromosome	0.5077364187770685	circular
GCF_037280805.1-NZ_CP147575.1	Escherichia coli	Escherichia	103982	0.8389533633638259	0.8435593500913092	0.8457506994704296	plasmid	typical plasmid	0.5121270989209671	circular
GCF_037286755.1-NZ_CP147561.1	Escherichia coli	Escherichia	5116051	0.0068422568652761	0.0063017661015234	0.0057943586552175	chromosome	typical chromosome	0.5074621030947503	circular
GCF_037286755.1-NZ_CP147562.1	Escherichia coli	Escherichia	105378	0.7852189761832618	0.7882049641610087	0.7897331084364035	plasmid	typical plasmid	0.5153068002808936	circular
GCF_037287395.1-NZ_CP147551.1	Escherichia coli	Escherichia	5255581	0.0066600508431243	0.0062486406057494	0.0057715113779085	chromosome	typical chromosome	0.5071677137123374	circular
GCF_037287395.1-NZ_CP147552.1	Escherichia coli	Escherichia	133538	0.8503228283741326	0.8541659434093155	0.8610313464814168	plasmid	typical plasmid	0.5091060222558373	circular
GCF_037287395.1-NZ_CP147553.1	Escherichia coli	Escherichia	5631	0.998313014439137	0.9984034138930392	0.9992789771096492	plasmid	typical plasmid	0.4738057183448765	circular
GCF_037287415.1-NZ_CP147571.1	Escherichia coli	Escherichia	5091280	0.0028601796483188	0.0025848788961547	0.0022462943535962	chromosome	typical chromosome	0.5059656903568455	circular
GCF_037287435.1-NZ_CP147559.1	Escherichia coli	Escherichia	5115695	0.0068434338627167	0.0063015493505371	0.0057934262660739	chromosome	typical chromosome	0.5074616449964277	circular
GCF_037287435.1-NZ_CP147560.1	Escherichia coli	Escherichia	105378	0.7852188511054677	0.7882047977840752	0.7897295072822894	plasmid	typical plasmid	0.5153068002808936	circular
GCF_037287445.1-NZ_CP147563.1	Escherichia coli	Escherichia	5115950	0.0068439721679458	0.0063019996392973	0.00579362541791	chromosome	typical chromosome	0.5074641073505409	circular
GCF_037287445.1-NZ_CP147564.1	Escherichia coli	Escherichia	105378	0.7852171061218736	0.7882031010033287	0.7897285436506613	plasmid	typical plasmid	0.5153068002808936	circular
GCF_037287455.1-NZ_CP147565.1	Escherichia coli	Escherichia	5109563	0.0068346126644425	0.0062999540318923	0.0058048300648435	chromosome	typical chromosome	0.5075128734101135	circular
GCF_037287455.1-NZ_CP147566.1	Escherichia coli	Escherichia	69257	0.8149116627145699	0.8139792649152204	0.8150689620307462	plasmid	typical plasmid	0.5156590669535209	circular
GCF_037287475.1-NZ_CP147555.1	Escherichia coli	Escherichia	5178916	0.0066680714951708	0.0063153323021382	0.0058345348457933	chromosome	typical chromosome	0.5065490538946761	circular
GCF_037287475.1-NZ_CP147554.1	Escherichia coli	Escherichia	133538	0.8503754935170318	0.8542352439521453	0.8610312872717338	plasmid	typical plasmid	0.5091060222558373	circular
GCF_037287475.1-NZ_CP147556.1	Escherichia coli	Escherichia	5403	0.9983284242104422	0.9980130155110436	0.999297064138169	plasmid	typical plasmid	0.4710346104016287	circular
GCF_037287565.1-NZ_CP147611.1	Escherichia coli	Escherichia	5018203	0.0029320565180302	0.0026944670769711	0.0023120770376868	chromosome	typical chromosome	0.5057192783950749	circular
GCF_037287565.1-NZ_CP147612.1	Escherichia coli	Escherichia	107730	0.8828316534910458	0.8855194835461241	0.8940023308308495	plasmid	typical plasmid	0.5107212475633528	circular
GCF_037287565.1-NZ_CP147613.1	Escherichia coli	Escherichia	72146	0.9815175036059228	0.9825374887961954	0.9836693780237672	plasmid	typical plasmid	0.5062096304715438	circular
GCF_037287675.1-NZ_CP147614.1	Escherichia coli	Escherichia	5214178	0.0073758453724155	0.0063691254046384	0.0057507366954126	chromosome	typical chromosome	0.5066953985843982	circular
GCF_037287675.1-NZ_CP147615.1	Escherichia coli	Escherichia	140388	0.8241362029283561	0.8288377463268048	0.8375076522945963	plasmid	typical plasmid	0.5161338575946662	circular
GCF_037287945.1-NZ_CP147608.1	Escherichia coli	Escherichia	5018131	0.0029320890798906	0.0026945013435962	0.0023121063090823	chromosome	typical chromosome	0.5057193604551177	circular
GCF_037287945.1-NZ_CP147609.1	Escherichia coli	Escherichia	107409	0.882493266174276	0.8851500170685611	0.893661175661433	plasmid	typical plasmid	0.5110186297237662	circular
GCF_037287945.1-NZ_CP147610.1	Escherichia coli	Escherichia	49162	0.9884992221458404	0.9895596202209306	0.9911933200194468	plasmid	typical plasmid	0.5267483015337049	circular
GCF_037288615.1-NZ_CP147616.1	Escherichia coli	Escherichia	5255835	0.0078548720259394	0.0068543193000319	0.006229286446876	chromosome	typical chromosome	0.5066570773245355	circular
GCF_037288615.1-NZ_CP147617.1	Escherichia coli	Escherichia	169950	0.8328953593338312	0.8393546443725949	0.8500798396007401	plasmid	typical plasmid	0.52261253309797	circular
GCF_037477985.1-NZ_CP139177.1	Escherichia coli	Escherichia	4841099	0.0392875504536897	0.0386933825078908	0.0388332075403719	chromosome	typical chromosome	0.5062778100592448	circular
GCF_037477985.1-NZ_CP139178.1	Escherichia coli	Escherichia	160933	0.9082014515004152	0.9147413532803969	0.9136276137581166	plasmid	typical plasmid	0.5175880645983111	circular
GCF_037477985.1-NZ_CP139179.1	Escherichia coli	Escherichia	57902	0.8333982570406849	0.8970044155369183	0.8889705754250339	plasmid	typical plasmid	0.4979793444095195	circular
GCF_037477985.1-NZ_CP139180.1	Escherichia coli	Escherichia	36293	0.6945176990730615	0.7605501926218224	0.7711005903651438	plasmid	typical plasmid	0.4822693081310445	circular
GCF_037477985.1-NZ_CP139181.1	Escherichia coli	Escherichia	14435	0.9130165665277278	0.9149537232645524	0.91265091633344	plasmid	typical plasmid	0.4805680637339799	circular
GCF_037477995.1-NZ_CP139182.1	Escherichia coli	Escherichia	4667758	0.0116884095409232	0.0113183782290265	0.0114809146514962	chromosome	typical chromosome	0.5099208228018676	circular
GCF_037477995.1-NZ_CP139183.1	Escherichia coli	Escherichia	86341	0.9558475532382672	0.9560115007994692	0.9535611991087524	plasmid	typical plasmid	0.5186527837296302	circular
GCF_037477995.1-NZ_CP139184.1	Escherichia coli	Escherichia	57902	0.8333982570406849	0.8970044155369183	0.8889705754250339	plasmid	typical plasmid	0.4979620738489171	circular
GCF_037477995.1-NZ_CP139185.1	Escherichia coli	Escherichia	27980	0.83964167523329	0.8600180532896711	0.8588844338146876	plasmid	typical plasmid	0.4954967834167262	circular
GCF_037477995.1-NZ_CP139186.1	Escherichia coli	Escherichia	6370	0.9366733398989038	0.937419492989018	0.937892674861027	plasmid	typical plasmid	0.533751962323391	circular
GCF_037477995.1-NZ_CP139187.1	Escherichia coli	Escherichia	4112	0.8283338511372572	0.8340225962752982	0.8149374394667571	plasmid	typical plasmid	0.4392023346303502	circular
GCF_037482115.1-NZ_CP148034.1	Escherichia coli	Escherichia	4586302	0.0056951850389213	0.0053895092007929	0.0055888678603583	chromosome	typical chromosome	0.5100904824845812	circular
GCF_037525705.1-NZ_CP148268.1	Escherichia coli	Escherichia	4759090	0.0029431961642042	0.0026151574241372	0.0020371570782544	chromosome	typical chromosome	0.5073360663488188	circular
GCF_037526635.1-NZ_CP148269.1	Escherichia coli	Escherichia	4749416	0.0029154908990268	0.0025519693274385	0.0025416477241021	chromosome	typical chromosome	0.5062413989425226	circular
GCF_037526635.1-NZ_CP148270.1	Escherichia coli	Escherichia	92350	0.9063757979174054	0.9059187711907788	0.9081722524709688	plasmid	typical plasmid	0.5263887384948566	circular
GCF_037526635.1-NZ_CP148271.1	Escherichia coli	Escherichia	59677	0.8286314195527418	0.8635496566562577	0.8769982874935209	plasmid	typical plasmid	0.4469225999966486	circular
GCF_037526635.1-NZ_CP148272.1	Escherichia coli	Escherichia	53797	0.6910846637709466	0.6996267933479732	0.8127342852471454	plasmid	typical plasmid	0.4463631801029797	circular
GCF_037526635.1-NZ_CP148273.1	Escherichia coli	Escherichia	4615	0.9989313119384338	1.0	1.0	plasmid	typical plasmid	0.4329360780065005	circular
GCF_037526635.1-NZ_CP148274.1	Escherichia coli	Escherichia	4073	0.996253743454295	0.9975934836978534	0.9964794447530504	plasmid	typical plasmid	0.4411981340535232	circular
GCF_037527585.1-NZ_CP148275.1	Escherichia coli	Escherichia	4808007	0.0043814078579271	0.0041939237497777	0.0040130045490897	chromosome	typical chromosome	0.5052026754536755	circular
GCF_037527585.1-NZ_CP148276.1	Escherichia coli	Escherichia	60183	0.7043456695183897	0.7441894383721148	0.7543429076248103	plasmid	typical plasmid	0.4927637372679992	circular
GCF_037528475.1-NZ_CP148277.1	Escherichia coli	Escherichia	4748859	0.0028956367629743	0.0025317786679045	0.0025179878563713	chromosome	typical chromosome	0.5062350766784189	circular
GCF_037528475.1-NZ_CP148278.1	Escherichia coli	Escherichia	92350	0.9063757997211864	0.9059187729978918	0.9081725011814558	plasmid	typical plasmid	0.5265186789388198	circular
GCF_037528475.1-NZ_CP148279.1	Escherichia coli	Escherichia	59677	0.8286314195527418	0.8635496566562577	0.8769982874935209	plasmid	typical plasmid	0.4469225999966486	circular
GCF_037528475.1-NZ_CP148280.1	Escherichia coli	Escherichia	4615	0.9989313119384338	1.0	1.0	plasmid	typical plasmid	0.4329360780065005	circular
GCF_037528475.1-NZ_CP148281.1	Escherichia coli	Escherichia	4073	0.9962478446617006	0.9974963112115676	0.997565923049702	plasmid	typical plasmid	0.4411981340535232	circular
GCF_037529465.1-NZ_CP148282.1	Escherichia coli	Escherichia	4807232	0.0022441010290719	0.002044043606307	0.0019061689798029	chromosome	typical chromosome	0.5070042386138218	circular
GCF_037529465.1-NZ_CP148283.1	Escherichia coli	Escherichia	75801	0.6628011591133073	0.7443346119224227	0.7867897846952687	plasmid	typical plasmid	0.4843207873247054	circular
GCF_037529465.1-NZ_CP148284.1	Escherichia coli	Escherichia	10650	0.9996093095231297	0.9995798376070408	0.9994812244519572	plasmid	typical plasmid	0.4711737089201878	circular
GCF_037529465.1-NZ_CP148285.1	Escherichia coli	Escherichia	5427	0.9989937711274692	1.0	1.0	plasmid	typical plasmid	0.5126220748111295	circular
GCF_037539565.1-NZ_CP148314.1	Escherichia coli	Escherichia	5602580	0.0084953270425649	0.0080436806870841	0.007606479210385	chromosome	typical chromosome	0.5073726747319984	circular
GCF_037539565.1-NZ_CP148315.1	Escherichia coli	Escherichia	102379	0.9042683427220222	0.9188576115810044	0.9255101680757172	plasmid	typical plasmid	0.521689018255697	circular
GCF_037539565.1-NZ_CP148316.1	Escherichia coli	Escherichia	94104	0.7402070928551655	0.7700532637136497	0.7881824183564564	plasmid	typical plasmid	0.4775461191872822	circular
GCF_037539565.1-NZ_CP148317.1	Escherichia coli	Escherichia	6675	0.999094195334257	0.9960692293324462	0.9974208643908328	plasmid	typical plasmid	0.5030711610486891	circular
GCF_037540695.1-NZ_CP148318.1	Escherichia coli	Escherichia	5220488	0.0061829270446707	0.0055914322771136	0.0047690279604294	chromosome	typical chromosome	0.506117818870573	circular
GCF_037541525.1-NZ_CP148319.1	Escherichia coli	Escherichia	5439579	0.0044309244727745	0.0039599556376007	0.0036401715351454	chromosome	typical chromosome	0.5049335619539674	circular
GCF_037541525.1-NZ_CP148320.1	Escherichia coli	Escherichia	94054	0.8914139518674499	0.9269034637565104	0.9415461971387415	plasmid	typical plasmid	0.476949412039892	circular
GCF_037541525.1-NZ_CP148321.1	Escherichia coli	Escherichia	85420	0.9861118609655198	0.9860308049096036	0.9860553322872116	plasmid	typical plasmid	0.4997190353547178	circular
GCF_037541525.1-NZ_CP148322.1	Escherichia coli	Escherichia	4072	0.9956484725692588	0.9964253939567232	0.9951533184259336	plasmid	typical plasmid	0.5147347740667977	circular
GCF_037542475.1-NZ_CP148323.1	Escherichia coli	Escherichia	4792716	0.0014943102256438	0.0013480273396283	0.0010798421034393	chromosome	typical chromosome	0.5072201232036282	circular
GCF_037542475.1-NZ_CP148324.1	Escherichia coli	Escherichia	59645	0.8182359403952673	0.8084978497673149	0.890131735768283	plasmid	typical plasmid	0.476284684382597	circular
GCF_037542475.1-NZ_CP148325.1	Escherichia coli	Escherichia	3862	0.9973855800190954	0.9966333094967296	1.0	plasmid	typical plasmid	0.4671154842050751	circular
GCF_037543765.1-NZ_CP148326.1	Escherichia coli	Escherichia	4799950	0.0018760432410405	0.0017123057368894	0.0014506585324927	chromosome	typical chromosome	0.5063515244950468	circular
GCF_037543765.1-NZ_CP148327.1	Escherichia coli	Escherichia	42418	0.003341068940663	0.0031543728092656	0.003266551582471	plasmid	intermediate replicon	0.522231128294592	circular
GCF_037543765.1-NZ_CP148328.1	Escherichia coli	Escherichia	10790	0.0041380869705315	0.0055836836376389	0.0115079211259625	plasmid	intermediate replicon	0.4752548656163114	circular
GCF_037543765.1-NZ_CP148329.1	Escherichia coli	Escherichia	2688	0.9958446957488094	0.9953486546474288	0.9953869096747384	plasmid	typical plasmid	0.4609375	circular
GCF_037543765.1-NZ_CP148330.1	Escherichia coli	Escherichia	1878	0.0663551920481263	0.0400587677956913	0.0961074247922127	plasmid	intermediate replicon	0.4526091586794462	circular
GCF_037543915.1-NZ_CP148339.1	Escherichia coli	Escherichia	5263137	0.0048077255102675	0.0044405871554031	0.0033358755426091	chromosome	typical chromosome	0.5056794075472479	circular
GCF_037543915.1-NZ_CP148348.1	Escherichia coli	Escherichia	1177	1.0	1.0	1.0	plasmid	typical plasmid	0.5344095157179269	circular
GCF_037543915.1-NZ_CP148340.1	Escherichia coli	Escherichia	121418	0.8862189380073155	0.90495138578074	0.9065366802682924	plasmid	typical plasmid	0.5025366914296068	circular
GCF_037543915.1-NZ_CP148341.1	Escherichia coli	Escherichia	103155	0.9754573956803002	0.9742131350077706	0.9750606632283866	plasmid	typical plasmid	0.5053463234937715	circular
GCF_037543915.1-NZ_CP148342.1	Escherichia coli	Escherichia	83511	0.8632400008422698	0.8815929934841176	0.9005347331431869	plasmid	typical plasmid	0.490342589598975	circular
GCF_037543915.1-NZ_CP148343.1	Escherichia coli	Escherichia	10981	0.9893757872076144	0.9906745405897124	0.9912678213291274	plasmid	typical plasmid	0.471268554776432	circular
GCF_037543915.1-NZ_CP148344.1	Escherichia coli	Escherichia	10681	0.9658594439199496	0.9782925543262324	0.9908743576565452	plasmid	typical plasmid	0.4903098960771463	circular
GCF_037543915.1-NZ_CP148345.1	Escherichia coli	Escherichia	9029	0.9884785834362696	0.9898860785432696	0.9898304554575846	plasmid	typical plasmid	0.4736958688669841	circular
GCF_037543915.1-NZ_CP148346.1	Escherichia coli	Escherichia	2464	0.9979252599924192	0.9989970088584	1.0	plasmid	typical plasmid	0.4025974025974026	circular
GCF_037543915.1-NZ_CP148347.1	Escherichia coli	Escherichia	1565	0.9842002679252352	0.9826527245687204	0.9677953966000552	plasmid	typical plasmid	0.5086261980830671	circular
GCF_037546845.1-NZ_CP148366.1	Escherichia coli	Escherichia	4803929	0.0017427342178738	0.0015573309504448	0.0012190125261168	chromosome	typical chromosome	0.5063984084694008	circular
GCF_037546845.1-NZ_CP148367.1	Escherichia coli	Escherichia	157487	0.8483241665982316	0.8748969647984094	0.904084529841764	plasmid	typical plasmid	0.4852527510207192	circular
