plasmid_id	size	source_type	ecosystem	host_taxonomy	genus	putatively_complete	topology	plasmidness-original	plasmidness-pident_90	plasmidness-pident_95	category-pident_90	predicted_mobility	AMR_type
IMGPR_plasmid_3300011653_000006	8366	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9573580443366204	0.9625847243345176	0.96498553202111	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011542_000003	6528	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9913561447245416	0.9906056696357508	0.9875585706446972	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029616_000006	56391	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9671177830777132	0.9768748045750566	0.9810784009938858	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029696_000003	72558	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.99017716395275	0.9944505743712024	0.9938563361833622	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029166_000009	22390	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9695068965129536	0.9725511549392316	0.9985675128562695	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300013690_000002	22006	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.8753388101193345	0.8870455201275222	0.8977750268531477	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011142_000004	97970	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9665094766240052	0.9831318873015652	0.9852563037317714	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300053491_017297	102705	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9216306272736076	0.9301673447582977	0.9458735354516936	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029178_000002	100052	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.6579708484212405	0.6776102766511691	0.6772079372342239	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_017299	127823	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9464723724749448	0.950671257650912	0.9522144207237466	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300012543_000001	104811	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9362936568254704	0.9563761665033278	0.952317738398358	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300011675_000004	20070	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9734811694371835	0.9936367205325805	0.9949972388247386	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_017301	168494	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8504607581860396	0.8989150892830284	0.908493219571042	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_017302	168629	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8483749508997228	0.8963948673553226	0.9080110049828434	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300011730_000006	72177	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.8837914479211871	0.9398473424050487	0.9435941928031448	typical plasmid	non-mobilizable	AMR
IMGPR_plasmid_3300053491_017304	165602	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.848935743534936	0.8944728005126665	0.90549180267527	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_017305	178733	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.925805113229024	0.9408512602784972	0.942463281236662	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_017307	179425	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9382616370249136	0.9432827856482988	0.9461082608731176	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_017309	194597	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9010288552982024	0.9129685121387214	0.9179984768743586	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_017314	155180	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8486428653764355	0.9022033160110656	0.903123106784654	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_017316	168521	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.851876215615777	0.8967129757938705	0.9078499567948484	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_017317	117309	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.882129450671118	0.9062930130984996	0.9118016640217806	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_017322	154995	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.848475146618979	0.9012877427577058	0.9192632621036322	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300007767_000033	20540	Metagenome	Host-associated;Arthropoda: Insects;Digestive system;Gut	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9911346621482572	0.9865628042843232	1.0	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029726_000025	19634	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.8211504133254095	0.8247427262856439	0.8205605440887217	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029472_000009	17120	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.7596633148673549	0.9600298896683198	0.9547990910918756	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029157_000021	12209	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9932071525217874	0.9934930838538788	0.9946547401849376	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011201_000012	12390	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.940843682417262	0.948254342798456	0.939830690560112	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029162_000019	16624	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.9776926083025126	0.9768095603042328	0.9769430007294808	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029150_000006	12742	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Inverted terminal repeat	0.9822581763754986	0.981568957894908	0.9812687931900584	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029151_000008	12744	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9821779195606428	0.981488829914273	0.9811886948106922	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029163_000006	12742	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Inverted terminal repeat	0.9822581763754986	0.981568957894908	0.9812687931900584	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029175_000012	12741	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9822896672372888	0.981600394492128	0.9813002056101862	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029222_000011	12742	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Inverted terminal repeat	0.9822581763754986	0.981568957894908	0.9812687931900584	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300011961_000008	10051	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9913850916673468	0.9908344583692678	0.991708585295922	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300043957_000011	7289	Metagenome	Engineered;Bioreactor;Anaerobic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.995033662745566	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300013827_000005	5511	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9937969607829362	0.9961485675635264	0.9982009891258772	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300045594_000014	6092	Metagenome	Engineered;Bioreactor;Anaerobic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9961328785376882	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300015156_000007	7517	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.888795964005985	0.9124053192679452	0.9176861096643862	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011866_000019	4438	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.992625579255304	0.993010995818536	0.9952176175240174	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300030498_000013	4310	Metagenome	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9904198600850144	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029170_000025	4987	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9911522834109614	0.9905626168019483	0.9882806215402724	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300021982_000035	8988	Metagenome	Engineered;Solid waste;Food waste	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.9940352673138912	0.996724192546476	0.9965059102247544	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011836_000006	77048	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9928418258144128	0.9940474726394276	0.9935243685449362	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300029150_000007	89112	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9756555450207324	0.9864778097163468	0.9879110590923534	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_018625	133159	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8333334944770568	0.8554798233039884	0.8923357792766852	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_018627	181351	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9352137399327586	0.9427767633855418	0.9449508870667328	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_018628	133812	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8541289434893289	0.9073043453673728	0.9193510696615612	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_018629	209275	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8811653814207308	0.904579192437082	0.9133517499727644	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_018630	187574	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8733832205894748	0.8963973102367577	0.9046008677634833	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_018632	181019	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.937462347606739	0.9427785043759226	0.9449365570718756	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_018633	181223	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9368555621408674	0.9429590408022368	0.945456043566571	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_018634	181387	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.935211828560724	0.9427759618430522	0.945315824340052	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_018638	169746	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9215913820392424	0.945320356886736	0.9543259748508768	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300023493_000010	38458	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9354864708239572	0.9817086628709284	0.9841983913127064	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011638_000009	22221	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella ornithinolytica	Klebsiella	No	Linear	0.987247638786478	0.9992478157727246	0.9988299356464606	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029229_000012	31096	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.7614849119024737	0.7350486874124859	0.7808858671378436	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029167_000014	7503	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.8618479322650855	0.889005799828053	0.9271327586611188	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029154_000008	12744	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.982198820799997	0.9815097076312224	0.9812108428361976	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300026383_000025	4177	Metagenome	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300005310_000021	7590	Metagenome	Host-associated;Arthropoda: Insects;Digestive system;Gut	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Concatemer	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011696_000014	7009	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9774686995900383	0.9866059505287136	0.9958353737993	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014620_000008	5210	Metagenome	Host-associated;Mammals: Human;Digestive system;Biliary tract;Bile ducts: Bile	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.9907542289272484	0.9901348451496852	0.9896067213220292	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300031088_000034	19373	Metagenome	Host-associated;Plants;Phyllosphere	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.9365550236084412	0.9390388685283644	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014902_000006	99186	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.8994136727642812	0.9106608280389112	0.9168202656640444	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029165_000007	25237	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	No	Linear	0.7007602121261637	0.6628615629180157	0.6684704956662619	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_019911	194243	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8078006609903333	0.8534032876665342	0.863788029731083	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_019912	188713	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.922228858989312	0.9331498746368614	0.935048554740477	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_019917	181333	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9381745672054684	0.9426710280251912	0.944875864354522	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_019919	209329	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8827215999815318	0.905739430556054	0.9150015830698331	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_019920	181238	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.9372040466101474	0.9427090000165732	0.9450032076600644	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_019921	194135	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.7994986684680601	0.8420848714031177	0.8475683389078955	typical plasmid	conjugative	AMR
IMGPR_plasmid_3300053491_019922	184562	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8622866325820053	0.8742033111696831	0.8785715512196111	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_019924	155129	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.8490224402360205	0.901516177535357	0.9136443911178006	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300053491_019927	188338	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Klebsiella	Yes	Direct terminal repeat	0.7561818619228964	0.8027595366629986	0.8284954488167098	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300012197_000003	42017	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.9810008555752596	0.9848213236889418	0.9871739745830196	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014641_000007	57330	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	Klebsiella	No	Linear	0.8955793286389296	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
